#PERF_COUNT_HW_INSTRUCTIONS #PERF_COUNT_HW_CPU_CYCLES #PERF_COUNT_HW_CACHE_LL_ACCESS_W #PERF_COUNT_HW_CACHE_LL_MISS_W 
28200003838 49087633770 3025387 1557906 
28300003604 49240024187 3031365 1561731 
28400007586 49402907272 3038055 1565819 
28500002940 49559673483 3043931 1569690 
28600003596 49729199482 3050985 1574076 
28700022775 49881600344 3057442 1577741 
28800003221 50039402299 3063405 1581389 
28900002413 50198225600 3069774 1585223 
29000010032 50357898222 3076045 1589013 
29100010866 50509802774 3082106 1592679 
29200012009 50654598026 3087502 1595976 
29300007514 50822075726 3093904 1600001 
29400010636 50986746201 3100298 1604378 
29500007784 51146746594 3106103 1607936 
29600003486 51303899948 3112189 1611874 
29700010877 51448351723 3117184 1615066 
29800010625 51606008797 3122403 1618199 
29900011152 51758641733 3127650 1621626 
30000008093 51898559203 3132440 1624367 
30100008998 52053876433 3137985 1628103 
30200009783 52209740590 3144074 1631931 
30300006338 52362461726 3148964 1635140 
30400009171 52514382425 3154504 1639024 
30500008585 52673297102 3160143 1642984 
30600011302 52841066342 3165908 1646775 
30700010406 52992429407 3171544 1650416 
30800006023 53150611906 3177472 1654213 
30900020609 53322991563 3183898 1658495 
31000012494 53477748849 3189517 1662373 
31100008751 53642552205 3195355 1666031 
31200005068 53811424575 3201648 1670404 
31300003835 53962939429 3207140 1674174 
31400007501 54126847814 3212739 1677963 
31500007108 54275220304 3217362 1681294 
31600025258 54438471307 3223243 1685234 
31700007040 54602264222 3228876 1689024 
31800004185 54770307706 3234424 1692644 
31900003456 54931224633 3239804 1696263 
32000006431 55090729430 3245200 1700011 
32100008205 55270650308 3251558 1704355 
32200003545 55433271650 3256871 1707903 
32300009562 55601835817 3262616 1712022 
32400008844 55759247480 3267689 1715475 
32500008483 55916873649 3272628 1718768 
32600009242 56083665784 3278225 1722857 
32700003338 56238387725 3283143 1726259 
32800004375 56411598984 3288440 1729887 
32900003173 56588160962 3294176 1734013 
33000011271 56752911201 3299748 1738024 
33100004239 56912468790 3305171 1741647 
33200009293 57092958852 3310861 1745641 
33300003416 57291188524 3317193 1750189 
33400003476 57480135020 3323417 1754596 
33500003807 57652857122 3329047 1758661 
33600009578 57829943475 3335236 1762903 
33700012249 58019800931 3341216 1767022 
33800003963 58177204372 3345862 1770133 
33900010582 58353934660 3351594 1774232 
34000009165 58530503039 3357200 1778377 
34100003541 58698297323 3362169 1781928 
34200009775 58859332775 3367112 1785447 
34300009519 59034799514 3373128 1789330 
34400009600 59193651106 3377814 1792451 
34500003439 59350377860 3382403 1795707 
